223|2055|2013-03-01 00:00:00|9999-12-31 00:00:00|0|Y||2013-05-29 09:14:00|N
224|2055|2012-06-01 00:00:00|2013-02-28 00:00:00|0|Y||2013-05-29 09:14:00|N
225|2055|2012-03-01 00:00:00|2012-05-31 00:00:00|0|Y||2013-05-29 09:14:00|N
226|2055|2011-06-01 00:00:00|2012-02-29 00:00:00|0|Y||2013-05-29 09:14:00|N
227|2157|2006-01-01 00:00:00|9999-12-31 00:00:00|0.37|N||2013-05-07 08:35:00|N
228|2158|2011-01-01 00:00:00|9999-12-31 00:00:00|0.555|Y||2013-05-07 08:36:00|N
229|2158|2013-01-01 00:00:00|9999-12-31 00:00:00|0.565|Y||2014-02-05 17:08:00|N
230|2158|2011-01-01 00:00:00|2012-12-31 00:00:00|0.555|Y||2014-02-05 17:08:00|N
231|2034|2013-06-01 00:00:00|9999-12-31 00:00:00|0.17|Y||2013-10-01 10:20:00|N
232|2034|2011-06-01 00:00:00|2013-05-31 00:00:00|0.18|Y||2013-10-01 10:20:00|N
233|2035|2013-06-01 00:00:00|9999-12-31 00:00:00|0|Y||2013-10-01 10:20:00|N
234|2035|2011-06-01 00:00:00|2013-05-31 00:00:00|0|Y||2013-10-01 10:20:00|N
235|2036|2013-06-01 00:00:00|9999-12-31 00:00:00|0.25|Y||2013-10-01 10:20:00|N
236|2036|2011-06-01 00:00:00|2013-05-31 00:00:00|0.26|Y||2013-10-01 10:20:00|N
237|2037|2013-06-01 00:00:00|9999-12-31 00:00:00|0|Y||2013-10-01 10:20:00|N
238|2037|2011-06-01 00:00:00|2013-05-31 00:00:00|0|Y||2013-10-01 10:20:00|N
239|2054|2013-06-01 00:00:00|9999-12-31 00:00:00|0.12|Y||2014-09-01 10:11:00|N
240|2054|2013-03-01 00:00:00|2013-05-31 00:00:00|0.13|Y||2014-09-01 10:11:00|N
241|2054|2012-06-01 00:00:00|2013-02-28 00:00:00|0.12|Y||2014-09-01 10:11:00|N
242|2054|2012-03-01 00:00:00|2012-05-31 00:00:00|0.13|Y||2014-09-01 10:11:00|N
243|2054|2011-06-01 00:00:00|2012-02-29 00:00:00|0.12|Y||2014-09-01 10:11:00|N
244|2055|2013-06-01 00:00:00|9999-12-31 00:00:00|0|Y||2014-09-01 10:11:00|N
245|2055|2013-03-01 00:00:00|2013-05-31 00:00:00|0|Y||2014-09-01 10:11:00|N
246|2055|2012-06-01 00:00:00|2013-02-28 00:00:00|0|Y||2014-09-01 10:11:00|N
