5327|N|Y|CT_AR_ONLINE_OFFLINE_CRITERIA|SEGMENT_TYPE_KEY|Y|CHAR|5|Y||N||2010-10-16 03:56:00|
5328|N|Y|CT_AR_ONLINE_OFFLINE_CRITERIA|FROM_CG_KEY|Y|INTEGER||N||||2010-10-16 03:56:00|
5329|N|Y|CT_AR_ONLINE_OFFLINE_CRITERIA|FROM_CTRY_CODE|Y|CHAR|2|N||N||2010-10-16 03:56:00|
5330|N|Y|CT_AR_ONLINE_OFFLINE_CRITERIA|TO_CG_KEY|Y|INTEGER||N||||2010-10-16 03:56:00|
5331|N|Y|CT_AR_ONLINE_OFFLINE_CRITERIA|TO_CTRY_CODE|Y|CHAR|2|N||N||2010-10-16 03:56:00|
5332|N|Y|CT_AR_ONLINE_OFFLINE_CRITERIA|TRIP_TYPE|N|VARCHAR|8|Y||N||2011-05-21 03:42:00|
5333|N|Y|CT_AR_ONLINE_OFFLINE_CRITERIA|DELAY_BEFORE_DEPARTURE|N|INTEGER||N||||2010-10-16 03:56:00|
5334|N|Y|CT_AR_ONLINE_OFFLINE_CRITERIA|SHOULD_BE_SELF_BOOKED|N|BOOLEANCHAR|1|Y||N||2010-10-16 03:56:00|
5335|N|Y|CT_AR_ONLINE_OFFLINE_CRITERIA|RANK|N|INTEGER||Y||||2010-10-16 03:56:00|
5336|N|Y|CT_AR_POLICY_PRINT_FMT_CFG|AR_POL_KEY|Y|INTEGER||Y||||2010-10-16 03:56:00|
5337|N|Y|CT_AR_POLICY_PRINT_FMT_CFG|PFC_CODE|Y|CHAR|4|Y||N||2010-10-16 03:56:00|
5338|N|Y|CT_AR_POLICY_PRINT_FMT_CFG|SEQUENCE_ORDER|N|INTEGER||Y||||2010-10-16 03:56:00|
5339|N|Y|CTP_EFT_PAYMENT_DEMAND|CHECK_NUMBER|N|VARCHAR|100|N||N||2010-10-16 03:56:00|
5340|N|Y|CT_AR_POLICY|AR_ALLOC_FORM_KEY|Y|INTEGER||N||||2010-10-16 03:56:00|
5341|N|Y|CT_AR_SEGMENT|PNR|N|VARCHAR|50|N|CI|Y||2010-12-18 04:20:00|
5342|N|Y|CT_AR_SEGMENT|ITIN_BOOKING_ID|N|INTEGER||N||||2010-10-16 03:56:00|
5343|N|Y|CT_AR_SEGMENT|POLICY_COMPLIANT|N|SMALLINT||N||||2010-10-16 03:56:00|
5344|N|Y|CT_AUTHORIZATION_REQUEST|APPROVAL_LIMIT_DATE|N|TIMESTAMP||N||||2010-10-16 03:56:00|
5345|N|Y|CT_EFT_PAYOR_ACCOUNT|ACCOUNT_TYPE|Y|CHAR|2|N||N||2010-10-16 03:56:00|
5346|N|Y|CT_EMPLOYEE_CONFIG|HIDE_TRAVEL_MENU|N|BOOLEANCHAR|1|Y||N||2010-10-16 03:56:00|
5347|N|Y|CT_EMPLOYEE_CONFIG|CREATE_TR_FOR_CB_TRIP|N|BOOLEANCHAR|1|Y||N||2010-10-16 03:56:00|
5348|N|Y|CT_EMPLOYEE_CONFIG|SEND_APPROVAL_TO_CB|N|BOOLEANCHAR|1|Y||N||2010-12-18 04:20:00|
5349|N|Y|CT_MASTER_ACCOUNT|CPP_KEY|N|INTEGER||N||||2010-10-16 03:56:00|
5350|N|Y|CT_TRAVEL_AGENCY_OFFICE|CB_AGENCY_CODE|N|INTEGER||N||||2010-10-16 03:56:00|
5351|N|Y|CT_TRAVEL_AGENCY_OFFICE|LOCALE_CODE|Y|VARCHAR|5|N||N||2010-10-16 03:56:00|
5352|N|Y|CTP_EMP_PREFERENCES|PROMPT_SWITCH_TAX_MODE|N|BOOLEANCHAR|1|Y||N||2010-11-13 04:09:00|
5353|N|Y|CTP_REQUEST|PAYMENT_AMOUNT|N|MONEY|23|N||||2010-11-13 04:09:00|
5354|N|Y|CTP_REQUEST|IS_LINE_ITEM_TAX|N|BOOLEANCHAR|1|Y||N||2010-11-13 04:09:00|
5355|N|Y|CTP_REQ_LINE_ITEM|TAX|N|MONEY|23|N||||2010-11-13 04:09:00|
5356|N|Y|CT_AR_ALLOCATION|HIER_NODE_KEY|Y|INTEGER||N||||2010-11-13 04:09:00|
5357|N|Y|CT_AUTHORIZATION_REQUEST|HIER_NODE_KEY|Y|INTEGER||Y||||2010-11-13 04:09:00|
5358|N|Y|CT_AUTHORIZATION_REQUEST|AR_ALLOC_FORM_KEY|Y|INTEGER||N||||2010-11-13 04:09:00|
5359|N|Y|CT_AUTHORIZATION_REQUEST|ALLOCATION_STATE|N|CHAR|1|Y||N||2010-11-13 04:09:00|
5360|N|Y|CT_IMAGING_CONFIG|ALLOW_ENTRY_IMAGE_UPLOAD|N|BOOLEANCHAR|1|Y||N||2010-11-13 04:09:00|
5361|N|Y|CT_REPORT_ENTRY|TOTAL_TAX_POSTED_AMOUNT|N|MONEY|23|N||||2010-11-13 04:09:00|
5362|N|Y|CT_REPORT_ENTRY|TOTAL_TAX_ADJUSTED_AMOUNT|N|MONEY|23|N||||2010-11-13 04:09:00|
5363|N|Y|CT_REPORT_ENTRY|TOTAL_RECLAIM_POSTED_AMOUNT|N|MONEY|23|N||||2010-11-13 04:09:00|
5364|N|Y|CT_REPORT_ENTRY|TOTAL_RECLAIM_ADJUSTED_AMOUNT|N|MONEY|23|N||||2010-11-13 04:09:00|
