COCARMILE|N||2005-06-21 15:50:00
INCTS|Y||2021-08-19 05:58:00
JPYPTRAN|N||2012-01-21 02:43:00
LODGING|Y||2005-06-21 15:50:00
MEALS|Y||2005-06-21 15:50:00
MFUEL|N||2013-06-15 03:06:00
OTHER|Y||2005-06-21 15:50:00
OTHERNP|N||2005-06-21 15:50:00
PCARMILE|N||2005-06-21 15:50:00
