GENCHKFAIL||2011-04-16 04:09:00
GENEFTFAIL||2011-04-16 04:09:00
NOVENADDR||2011-04-16 04:09:00
NOVENBANK||2011-04-16 04:09:00
NOVENCRN||2011-04-16 04:09:00
UEPAY||2011-04-16 04:09:00
GENDECLINE||2021-10-20 00:33:00
EXPIRED||2022-11-29 20:03:00
CANCELLED||2022-11-29 20:03:00
VCGENFAIL||2022-12-07 20:25:00
VCMAILFAIL||2022-12-07 20:25:00
CARDINV||2023-02-08 21:33:00
