2000|en|Y|Store||2017-10-12 03:10:00
2001|en|Y|Office - HFI||2017-10-12 03:10:00
2002|en|Y|Office - RMLA||2018-12-14 01:54:00
2003|en|Y|Office - VMM||2017-10-12 03:10:00
2006|en|Y|zNot Used SAP||2017-10-12 03:10:00
2007|en|Y|Office - VIC||2018-12-14 01:54:00
