2130|EXP|ITVAT2|N|1|Y|N||2012-12-03 13:50:00
2131|EXP|ATNMULTI|N|1|Y|Y||2012-12-15 03:49:00
2132|EXP|ATNUNDEF|N|99|Y|Y||2012-12-15 03:49:00
2133|REQ|PAPPRCHG|N|1|Y|Y||2012-12-15 03:49:00
2134|EXP|INVEXPTY|N|2147483647|Y|Y||2015-12-15 14:35:00
2135|EXP|ALLOCRST|N|1|Y|Y||2015-12-15 14:34:00
2136|EXP|ATNCLEAR|N|1|Y|Y||2015-12-15 14:35:00
2137|REQ|BADRISK|N|2147483647|N|Y||2013-03-23 02:06:00
2138|EXP|EXRATEOV|N|1|Y|Y||2013-04-27 02:22:00
2139|EXP|EXPTYER1|N|2147483647|N|Y||2013-04-27 02:22:00
2140|EXP|EXPTYER2|N|2147483647|N|Y||2013-04-27 02:22:00
2141|EXP|PREFVEN|N|1|Y|N||2013-05-08 16:21:00
2142|EXP|CAUNUSED|N|99|Y|N||2013-05-08 16:25:00
2145|EXP|TICKDUP1|N|1|Y|N||2013-05-08 16:44:00
2147|EXP|PERSCCC1|N|51|Y|N||2013-05-08 16:49:00
2148|EXP|NEGCCRPT|N|99|Y|N||2013-05-08 16:54:00
2149|EXP|NEGEERPT|N|99|Y|N||2013-05-08 16:56:00
2150|EXP|FULLALL|N|99|Y|N||2013-05-08 16:59:00
2151|EXP|IBCPPERS|N|1|Y|N||2013-05-09 19:02:00
2152|EXP|MILECOMM|N|99|Y|N||2013-05-09 19:08:00
2153|EXP|NORCTENT|N|99|Y|N||2013-05-09 19:13:00
2154|EXP|NORCTRPT|N|99|Y|N||2013-05-09 19:19:00
2155|EXP|AVSBCOST|N|1|Y|N||2013-05-09 19:23:00
2156|EXP|AVSBPERD|N|1|Y|N||2013-05-09 19:27:00
2157|EXP|FORMATCH|N|51|Y|N||2013-05-09 19:34:00
2158|EXP|NOMATCH|N|99|Y|N||2013-05-09 19:37:00
2159|EXP|CMNTTRVL|N|51|Y|N||2013-05-09 19:40:00
2160|EXP|TRVPYMT|N|99|Y|N||2013-05-09 19:44:00
2161|EXP|RIDECHRG|N|1|Y|N||2013-05-09 19:48:00
2163|EXP|UNUSECC|N|99|Y|N||2013-05-09 19:55:00
2164|EXP|TAXIDREQ|N|99|Y|N||2013-05-14 10:08:00
2165|EXP|CASAAF|N|1|Y|Y||2015-12-15 14:35:00
2166|EXP|TAXRCPT|N|99|Y|N||2013-06-19 17:06:00
2167|EXP|TRAPPCMT|N|1|Y|N||2013-06-19 17:08:00
2168|EXP|60DAYS|N|1|Y|N||2013-06-19 17:10:00
2170|EXP|AUGIFTS1|N|99|Y|N||2013-06-24 10:04:00
2171|EXP|AUGIFTS2|N|99|Y|N||2013-06-24 10:12:00
2172|PMT|DUPINV|N|51|Y|N||2013-07-08 17:25:00
2173|PMT|TRCHANGE|N|51|Y|N||2013-07-08 17:26:00
2174|PMT|NEWVEND|N|99|Y|N||2013-07-08 17:28:00
2175|PMT|FUTRDATE|N|99|Y|N||2014-05-17 03:10:00
2176|PMT|OLDDATE|N|51|Y|N||2014-05-17 03:10:00
2177|PMT|INVREQD|N|99|Y|N||2013-07-08 17:32:00
2178|PMT|TOTALS|N|99|Y|N||2013-07-08 17:33:00
2179|PMT|VENREQD|N|99|Y|N||2014-05-17 03:10:00
2180|PMT|SELFAPVD|N|51|Y|N||2013-07-08 18:53:00
2181|PMT|NOLMTAPR|N|51|Y|N||2013-07-08 18:56:00
2182|EXP|REPORT10|N|52|Y|N||2013-08-22 17:35:00
2183|REQ|OPOLSBON|N|2147483647|Y|Y||2013-08-24 02:15:00
2184|EXP|CASAFB|N|1|Y|Y||2015-12-15 14:35:00
2185|EXP|DAILYLIM|N|51|Y|N||2013-10-28 16:32:00
2186|EXP|NOLMTAPP|N|51|Y|N||2013-10-28 16:39:00
2187|PMT|APPRVTO|N|2147483647|Y|Y||2013-11-09 03:11:00
2188|EXP|AUDTFAIL|N|1|N|Y||2013-12-14 05:14:00
2189|EXP|AUDTPXR|N|1|N|Y||2013-12-14 05:14:00
2190|EXP|AUDTPWX|N|1|N|Y||2013-12-14 05:14:00
2191|EXP|INVXMLST|N|1|Y|Y||2015-12-15 14:35:00
2192|PMT|INVXMLST|N|1|Y|Y||2014-02-08 04:24:00
2193|PMT|RECINVER|N|1|Y|Y||2014-02-08 04:24:00
2194|EXP|AUDIT|N|51|Y|N||2014-02-24 17:29:00
2195|EXP|VALIDACC|N|99|Y|N||2014-02-24 17:33:00
2196|REQ|ITNOAMT|N|1|Y|N||2014-11-15 04:23:00
2197|EXP|FUELFORM|N|1|Y|N||2014-12-15 11:10:00
2198|EXP|SYSCRTOF|N|1|Y|Y||2015-12-15 14:35:00
2200|EXP|XMLREQ|N|99|Y|N||2015-04-26 23:00:00
2201|EXP|ALCCPYDN|N|1|N|Y||2015-07-11 03:08:00
2202|EXP|DUPLCFD|N|1|Y|N||2015-12-15 14:35:00
2203|EXP|XMLDUP|N|51|Y|N||2015-08-07 15:42:00
2204|EXP|ACCTCODE|N|99|Y|N||2015-08-10 18:43:00
2205|EXP|JPEN5400|N|99|Y|N||2015-08-28 08:01:00
2206|PMT|ATNNOMAT|N|2147483647|Y|Y||2015-09-19 03:32:00
2207|PMT|ATNLNREQ|N|2147483647|Y|Y||2015-09-19 03:32:00
2208|REQ|OOP|N|51|Y|N||2015-10-13 00:26:00
2209|PMT|ATNPMTCL|N|1|Y|Y||2015-10-17 01:36:00
2210|PMT|ATNPMTTE|N|2147483647|Y|Y||2015-10-17 01:36:00
2211|EXP|UNMEXPES|N|2147483647|N|Y||2015-11-21 04:23:00
2212|EXP|POSTFAIL|N|1|N|Y||2016-02-20 04:18:00
2213|PMT|INVFIERR|N|1|N|Y||2016-03-19 02:27:00
2214|PMT|NOPOLINE|N|99|Y|N||2016-05-13 22:34:00
2215|EXP|MRATAX|N|99|Y|N||2016-06-29 09:40:00
2216|EXP|CMPPYMT|N|1|Y|N||2016-12-14 08:39:00
2217|REQ|CALV1|Y|99|Y|N||2017-08-08 06:52:00
2218|REQ|CALV2|Y|99|Y|N||2017-08-08 06:52:00
2219|REQ|NOCAATT|N|99|Y|N||2021-03-17 08:30:00
2221|REQ|INTLTRV|N|99|Y|N||2017-07-29 02:25:00
2222|REQ|REQDATE|N|99|Y|N||2017-08-01 06:53:00
2223|REQ|OVSTRANS|N|1|Y|N||2017-09-17 11:09:00
2224|EXP|CTRIPPD|N|1|Y|N||2017-08-03 06:50:00
2225|REQ|ECFOREMP|N|1|Y|N||2017-09-14 06:31:00
2226|REQ|TEST|N|1|Y|N||2017-08-07 09:40:00
2227|REQ|TAWTHTYP|N|99|Y|N||2017-08-08 07:03:00
2228|REQ|DHWHMFLT|N|1|Y|N||2023-06-13 02:35:00
2229|REQ|MGRFLT|N|1|Y|N||2017-09-18 02:57:00
2230|REQ|OTHFLTRU|N|1|Y|N||2017-08-08 07:51:00
2231|REQ|3BIDWAYS|N|1|Y|N||2017-08-08 07:55:00
2232|EXP|EXPGRREQ|N|1|Y|N||2017-08-09 02:30:00
2233|REQ|DAYMEAL|N|1|Y|N||2017-08-15 13:28:00
2234|REQ|MEALSEG|N|99|Y|N||2017-08-15 13:45:00
2235|REQ|DAYHOTEL|N|1|Y|N||2017-08-15 13:28:00
2236|REQ|HOTELSEG|N|99|Y|N||2017-08-15 13:37:00
2237|EXP|DAYHOTEL|N|1|Y|N||2017-08-15 13:27:00
2238|EXP|EXPGTREQ|N|1|Y|N||2017-10-16 06:56:00
2239|EXP|EXPTYPDM|N|1|Y|N||2017-08-17 07:34:00
2240|EXP|EXPTYPAP|N|1|Y|N||2017-08-17 08:54:00
2241|EXP|EXPTYPOA|N|1|Y|N||2017-08-17 09:07:00
2242|EXP|DAYMEAL|N|1|Y|N||2017-08-21 02:31:00
2243|EXP|NOOAPSTR|N|99|Y|N||2017-09-18 09:46:00
2244|REQ|MEALLOTR|N|1|Y|N||2017-09-13 03:24:00
2246|REQ|CTRPAMEX|N|99|Y|N||2017-09-14 07:27:00
2247|EXP|AIRCOMPA|N|99|Y|N||2023-02-24 02:51:00
