BGT|SHD|1025||2013-08-24 02:15:00
BIN|SHD|8||2005-06-21 15:47:00
BIS|SHD|1032||2015-02-07 02:41:00
EMP|SHD|5||2005-06-21 15:47:00
EXP|EXP|6||2005-06-21 15:47:00
PMT|PMT|7||2005-06-21 15:47:00
PUR|PMT|7||2013-12-14 05:14:00
REQ|REQ|1018||2010-08-21 08:48:00
