TAXABILITY|en|Y|Taxability Import||2009-06-19 20:36:00
TRVL_ALLOWANCE|en|Y|Travel Allowance Import||2005-06-21 15:51:00
TRVL_ERBTI|en|Y|Ereceipts Batches To Instance||2013-07-20 02:10:00
TRVL_ERCCL|en|Y|Ereceipts Central Cleanup||2013-07-20 02:10:00
TRVL_ERICL|en|Y|Ereceipts Instance Cleanup||2013-07-20 02:10:00
TRVL_ERIMG|en|Y|Ereceipts Instance Imaging||2013-07-20 02:10:00
TRVL_ERITN|en|Y|Ereceipts Itinservices||2013-07-20 02:10:00
TRVL_ERMAT|en|Y|Ereceipts Instance Matching Run||2013-07-20 02:10:00
TRVL_ERRES|en|Y|Ereceipts Instance Result Report||2013-07-20 02:10:00
TRVL_ERRTI|en|Y|Ereceipts Receipts To Instance||2013-07-20 02:10:00
TRVL_PTS_FEED|en|Y|Employee Travel Points Feedback||2013-09-21 02:02:00
UBER_IMAGE_RETR|en|Y|Uber Image Retrieval||2011-03-19 02:58:00
VENDOR|en|Y|Payment Vendor Import||2005-06-21 15:52:00
ZUORA_BILLING|en|Y|Zuora Billing||2009-12-11 21:13:00
