3005|3790||2018-04-09 08:40:00
3007|3712||2018-04-09 09:29:00
3011|3677||2018-04-09 15:21:00
3017|3742||2018-04-10 09:25:00
3020|1580||2018-04-11 08:32:00
3023|2637||2018-04-11 10:00:00
3024|1525||2018-04-11 10:35:00
3026|3705||2018-04-11 10:53:00
3027|3728||2018-04-11 11:08:00
3029|3708||2018-04-12 02:47:00
3031|3690||2018-04-12 03:52:00
3033|3699||2018-04-12 07:11:00
3034|3713||2018-04-12 07:16:00
3035|3765||2018-04-13 05:17:00
3040|3745||2018-04-13 09:02:00
3042|1524||2018-04-14 05:52:00
3043|3689||2018-04-14 06:17:00
3044|3766||2018-04-14 06:29:00
3047|3784||2018-04-15 09:18:00
3050|1583||2018-04-17 07:26:00
3051|1520||2018-04-17 08:29:00
3052|429||2018-04-17 08:47:00
3053|131||2018-04-17 09:11:00
3054|1518||2018-04-17 09:22:00
3057|3792||2018-04-18 04:41:00
3062|3678||2018-04-19 07:34:00
3066|1600||2018-04-19 08:47:00
3067|3738||2018-04-19 09:00:00
3068|3736||2018-04-19 09:06:00
3069|3737||2018-04-19 09:13:00
3070|3694||2018-04-19 09:14:00
3072|3714||2018-04-19 10:14:00
3073|3692||2018-04-19 10:16:00
3074|3764||2018-04-19 10:21:00
3075|3719||2018-04-19 10:26:00
3076|3706||2018-04-19 10:27:00
3079|3781||2018-04-19 10:35:00
3080|3726||2018-04-20 02:43:00
3082|3722||2018-04-20 06:55:00
3089|1609||2018-04-23 02:37:00
3093|3827||2018-04-23 03:14:00
3097|3816||2018-04-23 04:45:00
3098|3703||2018-04-23 05:30:00
3099|412||2018-04-23 05:57:00
3103|3820||2018-04-23 06:45:00
3106|3671||2018-04-23 07:26:00
3107|1616||2018-04-23 07:29:00
3109|3711||2018-04-23 07:40:00
3110|3721||2018-04-23 07:41:00
3113|3748||2018-04-23 08:21:00
3121|3717||2018-04-24 04:21:00
3129|3759||2018-04-24 07:36:00
3133|3804||2018-04-25 07:20:00
3135|3803||2018-04-25 07:57:00
3137|3821||2018-04-25 08:34:00
3141|3782||2018-04-25 10:35:00
3144|1610||2018-04-27 02:11:00
3148|3760||2018-04-27 10:20:00
3149|3837||2018-04-28 03:05:00
3150|3863||2018-04-28 04:27:00
3152|1589||2018-04-28 10:54:00
3153|3795||2018-04-28 11:28:00
3154|3796||2018-04-28 11:40:00
3157|3864||2018-05-02 03:06:00
3160|3786||2018-05-02 06:26:00
3161|3830||2018-05-02 07:50:00
3175|3865||2018-05-03 11:26:00
3179|3753||2018-05-04 07:49:00
3180|2616||2018-05-04 07:53:00
3182|3817||2018-05-04 08:17:00
3184|3723||2018-05-04 08:46:00
3186|3859||2018-05-04 10:30:00
3187|3813||2018-05-04 10:59:00
3188|3770||2018-05-04 11:18:00
3193|3840||2018-05-05 10:48:00
4193|3825||2018-05-07 02:14:00
4199|3832||2018-05-07 08:01:00
4203|3850||2018-05-07 10:56:00
4204|3814||2018-05-08 01:21:00
4206|3875||2018-05-08 08:12:00
4207|4912||2018-05-08 09:32:00
4209|3763||2018-05-09 02:52:00
4218|3801||2018-05-10 06:52:00
4220|3851||2018-05-10 09:35:00
4222|3844||2018-05-11 02:46:00
4223|3874||2018-05-11 04:05:00
4226|3779||2018-05-12 11:39:00
4227|3734||2018-05-12 12:18:00
4228|3774||2018-05-12 14:09:00
4230|3777||2018-05-13 04:12:00
4231|3776||2018-05-13 04:32:00
4232|3775||2018-05-13 05:12:00
4233|3856||2018-05-13 06:36:00
4236|3877||2018-05-14 11:22:00
4237|4914||2018-05-15 02:35:00
4238|4915||2018-05-15 03:25:00
4243|513||2018-05-15 07:02:00
4244|1586||2018-05-15 07:13:00
4245|4908||2018-05-15 08:41:00
4246|1584||2018-05-15 08:42:00
4247|3681||2018-05-15 09:03:00
4248|3892||2018-05-15 10:59:00
4249|4913||2018-05-15 16:02:00
4250|1602||2018-05-15 16:18:00
4254|3886||2018-05-16 04:36:00
4255|4916||2018-05-16 07:23:00
4256|3876||2018-05-16 08:01:00
4257|3822||2018-05-16 09:52:00
4258|1542||2018-05-16 10:29:00
4260|3866||2018-05-17 07:52:00
4261|3857||2018-05-18 04:08:00
4262|3855||2018-05-18 04:27:00
4263|3823||2018-05-18 05:14:00
4266|4901||2018-05-18 13:28:00
5267|3858||2018-05-20 02:15:00
5268|4928||2018-05-20 06:02:00
5273|3873||2018-05-21 04:56:00
5274|3870||2018-05-21 06:42:00
5276|3868||2018-05-21 09:30:00
5278|3880||2018-05-21 10:04:00
5270|4902||2018-05-21 11:01:00
5280|4933||2018-05-22 02:11:00
5281|4945||2018-05-22 05:07:00
5282|502||2018-05-22 07:33:00
5283|1588||2018-05-22 08:22:00
5284|1595||2018-05-22 09:51:00
5285|3683||2018-05-22 10:20:00
5286|3696||2018-05-22 11:22:00
5286|3700||2018-05-22 11:22:00
5287|3727||2018-05-22 11:56:00
5289|3842||2018-05-22 12:34:00
5290|501||2018-05-22 12:41:00
5291|3841||2018-05-22 12:51:00
5293|4925||2018-05-23 03:06:00
5295|3846||2018-05-23 07:10:00
5296|3818||2018-05-23 07:25:00
5297|3799||2018-05-23 08:41:00
5298|3829||2018-05-23 08:56:00
5299|4932||2018-05-23 08:59:00
5300|4934||2018-05-23 09:31:00
5306|469||2018-05-24 03:19:00
5307|1587||2018-05-24 03:38:00
5303|4907||2018-05-24 03:41:00
5309|4948||2018-05-24 03:46:00
5310|3701||2018-05-24 06:38:00
5310|1591||2018-05-24 06:38:00
5312|422||2018-05-24 07:04:00
5314|3845||2018-05-24 07:59:00
5315|4910||2018-05-24 08:25:00
5320|3897||2018-05-26 12:49:00
5321|3896||2018-05-26 12:56:00
5323|3881||2018-05-28 02:27:00
5324|1585||2018-05-28 02:45:00
5331|3730||2018-05-28 10:03:00
5332|3769||2018-05-28 10:39:00
5333|3849||2018-05-28 11:00:00
5335|5000||2018-05-29 02:50:00
5337|4936||2018-05-29 05:30:00
5338|4937||2018-05-29 06:30:00
5340|4956||2018-05-29 06:48:00
5341|3884||2018-05-29 07:47:00
5342|3797||2018-05-29 08:23:00
5343|3888||2018-05-29 09:22:00
5345|4960||2018-05-29 10:05:00
5347|4919||2018-05-29 10:15:00
5348|4950||2018-05-29 10:23:00
5349|4929||2018-05-29 10:31:00
5350|4967||2018-05-29 10:33:00
5351|3890||2018-05-29 11:15:00
5352|3891||2018-05-29 11:57:00
5353|4968||2018-05-29 12:16:00
5355|4942||2018-05-30 06:10:00
5356|4980||2018-05-30 07:37:00
5357|4904||2018-05-30 08:27:00
5358|5005||2018-05-30 09:09:00
5359|4911||2018-05-30 09:37:00
5360|4954||2018-05-30 13:36:00
5362|4953||2018-05-31 03:37:00
5364|4962||2018-05-31 04:31:00
5366|5011||2018-05-31 07:51:00
5368|3812||2018-05-31 09:29:00
5369|4983||2018-05-31 09:44:00
5370|4899||2018-05-31 09:50:00
5371|4898||2018-05-31 10:04:00
5372|4903||2018-05-31 10:09:00
5374|4909||2018-05-31 10:55:00
5379|4961||2018-06-01 04:48:00
5382|4906||2018-06-01 08:12:00
5387|4990||2018-06-02 09:16:00
5388|3893||2018-06-02 09:54:00
5389|4952||2018-06-02 17:39:00
6386|3878||2018-06-03 01:53:00
6388|4964||2018-06-04 01:42:00
6389|4896||2018-06-04 02:58:00
6391|3819||2018-06-04 06:39:00
6392|3836||2018-06-04 06:43:00
6393|3698||2018-06-04 06:55:00
6396|3894||2018-06-04 08:58:00
6398|4920||2018-06-04 09:17:00
6399|3665||2018-06-04 09:30:00
6400|4981||2018-06-04 09:57:00
6403|5020||2018-06-05 05:53:00
6404|4957||2018-06-05 06:12:00
6405|2639||2018-06-05 08:03:00
6407|4930||2018-06-05 09:35:00
6416|4922||2018-06-06 05:41:00
6417|4979||2018-06-06 07:01:00
6419|5006||2018-06-07 04:04:00
6422|4918||2018-06-08 03:17:00
6423|4917||2018-06-08 03:40:00
6430|4935||2018-06-09 07:47:00
6431|4989||2018-06-09 08:14:00
6432|3810||2018-06-09 08:22:00
6433|3895||2018-06-09 08:28:00
6435|4923||2018-06-09 11:21:00
6436|4966||2018-06-10 04:29:00
6439|5018||2018-06-12 06:26:00
6440|4991||2018-06-12 06:39:00
6442|5036||2018-06-12 08:39:00
6445|1608||2018-06-12 13:03:00
6446|4978||2018-06-13 02:39:00
6450|4959||2018-06-13 09:33:00
6452|4995||2018-06-13 10:00:00
6456|5084||2018-06-14 08:46:00
6457|5062||2018-06-14 09:25:00
6458|4997||2018-06-14 09:33:00
6459|4943||2018-06-14 12:03:00
6460|4982||2018-06-14 12:36:00
6461|5041||2018-06-14 13:29:00
6465|5019||2018-06-15 08:27:00
6466|4939||2018-06-15 09:08:00
6467|5026||2018-06-15 10:19:00
6473|4986||2018-06-16 12:00:00
6474|5051||2018-06-17 07:04:00
6475|4984||2018-06-17 07:33:00
6476|5017||2018-06-17 10:18:00
6478|5093||2018-06-18 07:35:00
6479|5060||2018-06-19 02:07:00
6480|5044||2018-06-19 02:07:00
6481|5050||2018-06-19 03:06:00
6482|5072||2018-06-19 07:53:00
6483|5056||2018-06-19 08:05:00
6485|5053||2018-06-20 03:11:00
6486|5067||2018-06-20 03:17:00
6488|381||2018-06-20 05:56:00
6489|386||2018-06-20 06:42:00
6490|2641||2018-06-20 07:07:00
6491|5096||2018-06-20 09:31:00
6493|5031||2018-06-20 10:49:00
6494|5030||2018-06-20 11:06:00
6497|3835||2018-06-21 04:03:00
6498|4927||2018-06-21 04:08:00
6499|3834||2018-06-21 04:49:00
6503|3887||2018-06-22 03:53:00
6504|5027||2018-06-22 04:20:00
6505|5022||2018-06-22 06:05:00
6509|4994||2018-06-25 01:09:00
6510|5104||2018-06-25 02:36:00
6512|5001||2018-06-25 07:16:00
6513|5064||2018-06-26 06:55:00
6516|5045||2018-06-27 03:12:00
6519|5023||2018-06-27 04:37:00
6522|3773||2018-06-27 08:03:00
6524|4992||2018-06-27 09:29:00
