172|2045|201|87|2410|Y|5||2017-11-03 05:38:00|||N|
173|2033|2|21|2410|Y|1||2017-11-02 02:49:00||172|N|
174|2045|207|90|2337|N|5||2017-11-01 07:34:00|||N|true
175|2033|2|21|2337|Y|1||2017-11-01 07:34:00||174|N|true
176|2045|207|88|2437|Y|4||2017-11-06 11:14:00|||N|
177|2033|2|19|2437|Y|1||2017-11-01 09:24:00||176|N|
178|2045|219|93|2337|N|5||2017-11-01 08:25:00|||N|true
179|2033|2|21|2337|Y|1||2017-11-01 08:25:00||178|N|true
180|2045|219|94|2337|N|5||2017-11-01 08:31:00|||N|true
181|2033|2|21|2337|Y|1||2017-11-01 08:31:00||180|N|true
182|2045|219|95|2337|Y|4||2017-11-01 08:47:00|||N|true
183|2033|2|21|2337|Y|1||2017-11-01 08:47:00||182|N|true
184|2045|225|96|2337|N|5||2017-11-01 08:50:00|||N|true
185|2033|2|21|2337|Y|1||2017-11-01 08:50:00||184|N|true
186|2045|225|97|2337|Y|2||2017-11-03 03:06:00|||N|true
187|2033|2|21|2337|Y|1||2017-11-03 03:06:00||186|N|true
188|2045|225|98|2433|N|5||2017-11-01 08:57:00|||N|
189|2033|2|11|2433|Y|1||2017-11-01 08:57:00||188|N|
190|2045|225|103|2337|Y|4||2017-11-03 03:06:00|||N|true
191|2033|2|2|2337|Y|1||2017-11-01 09:22:00||190|N|true
192|2045|225|104|2337|N|5||2017-11-01 09:39:00|||N|true
193|2033|2|2|2337|Y|1||2017-11-01 09:32:00||192|N|true
194|2045|225|101|2400|Y|3||2017-11-01 09:58:00|||N|
195|2045|231|106|2337|Y|4||2017-11-01 09:42:00|||N|true
196|2033|2|2|2337|Y|1||2017-11-01 09:40:00||195|N|true
197|2045|237|105|2435|Y|4||2017-11-06 11:15:00|||N|
198|2045|237|106|2337|Y|5||2017-11-01 09:43:00|||N|true
199|2033|2|2|2337|Y|1||2017-11-01 09:43:00||198|N|true
200|2045|237|107|2337|Y|4||2017-11-01 09:44:00|||N|true
201|2033|2|2|2337|Y|1||2017-11-01 09:44:00||200|N|true
202|2045|237|108|2435|Y|5||2017-11-01 10:34:00|||N|
203|2045|237|82|2431|Y|2||2017-11-01 10:02:00|||N|
204|2033|2|11|2431|Y|1||2017-11-01 10:02:00||203|N|
205|2045|237|109|2402|Y|5||2017-11-02 09:56:00|||N|
206|2045|237|101|2400|Y|4||2017-11-06 11:15:00|||N|
207|2043|419|94|2384|Y|7||2017-11-28 11:12:00|||N|
208|2045|237|113|2438|Y|5||2017-11-02 02:34:00|||N|
209|2033|2|15|2438|Y|1||2017-11-02 02:34:00||208|N|
210|2045|237|112|2443|Y|5||2017-11-02 03:09:00|||N|
211|2033|2|19|2443|Y|1||2017-11-02 03:09:00||210|N|
212|2045|237|115|2410|Y|5||2017-11-03 03:02:00|||N|
213|2033|2|21|2410|Y|1||2017-11-03 03:02:00||212|N|
214|2045|237|102|2401|Y|4||2017-12-18 08:48:00|||N|
215|2045|237|117|2411|Y|2||2017-11-02 04:37:00|||N|
216|2033|2|21|2411|Y|1||2017-11-02 04:37:00||215|N|
217|2045|237|118|2411|Y|3||2017-11-02 10:48:00|||N|
218|2033|2|21|2411|Y|1||2017-11-02 09:06:00||217|N|
219|2045|237|79|2405|Y|5||2017-11-02 09:06:00|||N|
220|2045|237|120|2405|Y|5||2017-11-02 09:59:00|||N|
221|2045|237|121|2337|Y|2||2017-11-03 03:06:00|||N|true
222|2033|2|21|2337|Y|1||2017-11-03 03:06:00||221|N|true
223|2045|237|114|2437|Y|5||2017-11-03 05:57:00|||N|
224|2033|2|19|2437|Y|1||2017-11-02 10:43:00||223|N|
225|2045|237|122|2414|Y|2||2017-11-02 11:04:00|||N|
226|2033|2|77|2414|Y|1||2017-11-02 11:04:00||225|N|
227|2045|237|122|2414|Y|2||2017-11-02 11:05:00|||N|
228|2033|2|77|2414|Y|1||2017-11-02 11:05:00||227|N|
229|2045|237|122|2414|Y|5||2017-11-02 15:14:00|||N|
230|2033|2|77|2414|Y|1||2017-11-02 15:14:00||229|N|
231|2045|237|123|2416|Y|5||2017-11-02 15:14:00|||N|
232|2033|2|77|2416|Y|1||2017-11-02 15:14:00||231|N|
233|2045|237|124|2353|Y|4||2017-11-03 02:03:00|||N|
234|2045|237|125|2353|Y|5||2017-11-09 08:45:00|||N|
235|2033|2|73|2353|Y|1||2017-11-03 05:22:00||234|N|
236|2045|237|127|2411|Y|5||2017-11-03 03:02:00|||N|
237|2033|2|21|2411|Y|1||2017-11-03 03:02:00||236|N|
238|2045|237|78|2362|Y|5||2017-11-09 08:46:00|||N|
239|2033|2|43|2362|Y|1||2017-11-03 07:30:00||238|N|
240|2045|237|126|2353|Y|5||2017-11-09 08:51:00|||N|
241|2033|2|73|2353|Y|1||2017-11-03 05:22:00||240|N|
242|2045|237|128|2362|Y|5||2017-11-09 08:46:00|||N|
243|2033|2|43|2362|Y|1||2017-11-03 07:38:00||242|N|
244|2045|237|116|2362|Y|5||2017-11-09 08:49:00|||N|
245|2033|2|43|2362|Y|1||2017-11-03 07:39:00||244|N|
246|2045|237|129|2353|Y|5||2017-11-09 08:44:00|||N|
247|2033|2|73|2353|Y|1||2017-11-03 05:21:00||246|N|
248|2045|237|118|2411|Y|5||2017-11-03 05:59:00|||N|
249|2033|2|21|2411|Y|1||2017-11-03 03:45:00||248|N|
250|2045|237|130|2402|Y|3||2017-11-03 07:02:00|||N|
251|2045|237|131|2398|Y|5||2017-11-09 08:48:00|||N|
252|2045|237|132|2360|Y|5||2017-11-09 08:52:00|||N|
253|2033|2|35|2360|Y|1||2017-11-03 07:29:00||252|N|
254|2045|237|133|2402|Y|5||2017-11-09 08:48:00|||N|
255|2045|237|136|2404|Y|5||2017-11-09 08:51:00|||N|
256|2033|2|89|2404|Y|1||2017-11-09 08:51:00||255|N|
257|2045|237|130|2402|Y|5||2017-11-15 11:32:00|||N|
258|2045|237|135|2397|Y|4||2017-11-03 10:24:00|||N|
259|2045|237|137|2359|Y|4||2017-11-09 08:47:00|||N|
260|2045|237|139|2363|Y|5||2017-11-07 03:53:00|||N|
261|2033|2|47|2363|Y|1||2017-11-07 03:53:00||260|N|
