2000|2002|TaxDetailsAsJournal|N||2005-06-21 15:53:00
2001|2002|TaxReclaimBasedOn|PA||2005-06-21 15:53:00
2002|2002|AccountCodeForTax|TC||2005-06-21 15:53:00
2003|2002|AttendeeInfo|N||2007-10-09 18:23:00
2004|2002|UseLocationInfo|Y||2011-12-17 05:38:00
2005|2002|AllowExtractConfig|N||2012-06-23 01:46:00
2006|2000|TaxDetailsAsJournal|N||2015-06-13 03:11:00
2007|2000|AccountCodeForTax|TC||2015-06-13 03:11:00
