1039|2|9|2006|N|N|1||2||||-|N|||N|N|NEVR|N||||01087|||2018-03-30 22:19:00|N|Y|N|N|N|Y||N|Y
1040|2|9|2006|N|N|1||2||||-|N|||N|N|NEVR|N||||01087|||2018-03-30 22:19:00|N|Y|N|N|N|Y||N|Y
1041|2|9|2006|Y|N|1||2||||-|N|||N|N|SLCT|N||||01087|||2018-03-30 22:19:00|N|Y|N|N|N|Y||N|N
1042|2|9|2006|N|N|1||2||||-|N|||N|N|NEVR|N||||01087|||2018-03-30 22:19:00|N|Y|N|N|N|Y||N|Y
1043|2|9|2006|N|N|1||2||||-|N|||N|N|NEVR|N||||01087|||2018-03-30 22:19:00|N|Y|N|N|N|Y||N|Y
1044|2|9|2006|Y|N|1||2||||-|N|||N|N|SLCT|N||||01087|||2018-03-30 22:19:00|N|Y|N|N|N|Y||N|N
1045|2|9|2006|N|N|1||2||||-|N|||N|N|NEVR|N||||01087|||2018-03-30 22:19:00|N|Y|N|N|N|Y||N|Y
1046|2|9|2006|N|N|1||2||||-|N|||N|N|NEVR|N||||01087|||2018-03-30 22:19:00|N|Y|N|N|N|Y||N|Y
1047|2|9|2006|N|N|1||1||||-|N|||N|N|NEVR|N||1|74|01087|||2018-03-30 22:19:00|N|Y|N|N|N|Y||N|Y
1048|2|9|2006|N|N|1||2||||-|N|||N|N|NEVR|N||||01087|||2018-03-30 22:19:00|N|Y|N|N|N|Y||N|Y
1049|2|9|2006|N|N|1||2||||-|N|1029||N|N|NEVR|N||1|74|01087|||2018-03-30 22:19:00|N|Y|N|N|N|Y||N|Y
1050|2|9|2006|N|N|1||2||||-|N|||N|N|NEVR|N||||01087|||2018-03-30 22:19:00|N|Y|N|N|N|Y||N|Y
1051|2|9|2006|Y|N|1||2||||-|N|||N|N|ALWS|N||||01087|||2018-03-30 22:19:00|N|Y|N|N|N|Y||N|N
1052|2|9|2006|N|N|1||2||||-|Y|||N|N|NEVR|N|1021|||01087|||2018-03-30 22:19:00|N|Y|N|N|N|Y||N|Y
1053|1274||2063|N|N|1||2||||-|N|1024||N|N|NEVR|N|1021||||||2022-03-03 08:33:00|N|Y|N|N|N|Y||N|N
1054|1215|1216|2043|Y|N|1||2||||-|N|||N|N|NEVR|N||||01087|||2018-03-30 22:19:00|N|Y|N|N|N|Y||N|Y
1055|1215|1216|2043|Y|N|1||2||||-|N|||N|N|NEVR|N||||01087|||2018-03-30 22:19:00|N|Y|N|N|N|Y||N|Y
1056|1274||2063|N|N|1||2||||-|N|||N|N|NEVR|N|||||||2022-03-03 08:33:00|N|Y|N|N|N|Y||N|N
1057|1274||2063|N|N|1|1|2||||-|N|1024||N|N|NEVR|N|1021||||||2022-02-21 02:57:00|N|Y|N|N|N|Y||N|N
1058|1274||2063|N|N|1||2||||-|N|||N|N|NEVR|N|||||||2022-02-21 02:57:00|N|Y|N|N|N|Y||N|N
