PAYMENT|12|Y||||2005-06-21 15:52:00
PURCH_REQUEST|1029|Y||||2013-01-19 03:40:00
REPORT|11|Y||||2005-06-21 15:51:00
REQUEST|1023|Y||||2011-04-16 04:10:00
