EFT_PMT|2003|1||2007-06-19 18:32:00
EXP_CSH|2002|2||2005-06-21 15:53:00
EXP_RPT|2002|1||2005-06-21 15:53:00
PMT_CNF|2006|1||2012-03-24 01:57:00
PMT_PO|2007|1||2014-09-13 03:51:00
PMT_PPJ|2004|1||2011-12-17 05:38:00
PMT_REC|2008|1||2017-04-13 23:41:00
PMT_REQ|2000|1||2005-06-21 15:53:00
PMT_VEN|2001|1||2005-06-21 15:53:00
REQ_INF|2005|1||2012-02-18 03:14:00
