SUCCESS||2005-06-21 15:48:00
FAILURE||2005-06-21 15:48:00
RUNNING||2005-06-21 15:48:00
SUCCESS_ERRORS||2005-06-21 15:48:00
SUCCESS_WARNING||2005-06-21 15:48:00
WAITING||2005-06-21 15:53:00
CANCELED||2009-03-20 20:39:00
SUCCESS_NOFILE||2009-06-19 20:36:00
FAILURE_NOFILE||2009-06-19 20:36:00
FAILURE_BADFILE||2010-02-19 21:13:00
