AIRFR||2008-03-14 17:20:00|Y|N
CARRT||2008-03-14 17:20:00|Y|N
INCTS||2008-03-14 17:20:00|Y|N
LODNG||2008-03-14 17:20:00|Y|N
MEALS||2008-03-14 17:20:00|Y|N
OTHER||2008-03-14 17:20:00|Y|N
