FIND_ATN_TRVLR|en|Y|Employee (while finding attendees)|Role code to determine the field access while searching attendees||2008-03-14 17:20:00
GRDC_COMP_ADMIN|en|Y|Digital Compliance Administrator|Can administer Global Receipt Digitisation Compliance screens and Structured Data Record audit||2018-09-13 00:27:00
GROUP_ANALYST|en|Y|CAS Analyst|Can run reports for all assigned groups.||2005-06-21 15:50:00
IES_INT_ADMIN|en|Y|Intelligent Enterprise Suite(IES) Integrations Administrator|Can administer Intelligent Enterprise Suite(IES) Integration configurations such as for SAP Master Data Integration.||2023-08-25 21:34:00
IMAGE_PROCESSOR|en|Y|Invoice Image Processor|Can view, attach and scan invoice images, plus set the invoice image received flag in the absence of an image to allow blocked invoices to proceed through the workflow.||2014-03-08 05:09:00
INT_TRVL|en|Y|Travel and Expense User|User of Concur Travel and Expense||2007-10-09 18:23:00
INVOICE_RCVR|en|Y|Invoice Receipt Processor|Can only change the Invoice Received status, from within Invoice Processor. Cannot make general updates or delete.||2010-05-15 05:55:00
INV_PMT_MANAGER|en|Y|Invoice Payment Manager|Invoice Payment Manager user. Can perform vendor banking import, cash flow management etc.||2010-08-21 08:48:00
INV_PMT_RELEASE|en|Y|Payment Release Manager|Invoice Payment Release Manager user. Can authorize and release invoice payment batches||2023-01-24 18:38:00
INV_PURCHASING|en|Y|Invoice Purchasing User|Can modify Purchase Orders and validate invoice accuracy||2011-10-22 01:48:00
IT_ADMIN|en|Y|Import/Extract Administrator|Grants access to set up, run, and view history for import feeds and extracts. Additionally it grants access to view the system log.||2014-05-17 03:10:00
IT_ADMIN_RO|en|Y|Import/Extract Monitor|Can view history for import feeds and extracts.||2014-05-17 03:10:00
IT_PROGRAMMER|en|Y|Integration Programmer|Grants access to functionality that allows extended configurability of imports and extracts.||2010-01-15 21:11:00
MANAGER|en|Y|Expense Approver|Can approve expense reports and cash advances in Expense Reports.||2005-06-21 15:48:00
MANAGER1|en|Y|Default Approver|Default Approver||2013-08-24 02:15:00
MANAGER2|en|Y|Default Approver 2|Default Approver 2||2013-08-24 02:15:00
MDI_IES_ADMIN|en|Y|SAP Master Data Integration Administrator|Can administer SAP Master Data Integration configurations such as Field Mapping.||2023-08-25 21:34:00
NATIVE_INTG|en|Y|Native Integration|Native Integration||2023-03-16 23:15:00
OFFLINE_USER|en|Y|Concur Mobile User|Can create, or edit expense reports using Concur Connect for Laptop.||2007-09-06 22:08:00
PASSWORD_MGR|en|Y|Password Manager|Can change passwords for Expense.||2010-12-18 04:20:00
PAYMENT_APRVR|en|Y|Invoice Approver|Can approve payment requests in Invoice Processing.||2011-01-22 03:48:00
PAYMENT_AP_USER|en|Y|Invoice AP User|AP Back Office user.  Canÿassign payment requests to other Invoice Users.||2010-05-15 05:55:00
PAYMENT_AUDITOR|en|Y|Invoice Processor (Audit)|Can view payment requests from within Invoice Processor. Cannot update or delete.||2010-05-15 05:55:00
PAYMENT_USER|en|Y|Invoice User|Can create and submit payment requests in Invoice Processing.||2011-01-22 03:48:00
PAYROLL_ADMIN|en|Y|Payroll Administrator|Can administer Payroll Integration including payroll settings, wage types and reprocessing of failed payroll transfers.||2018-02-03 00:10:00
PCARD_ADMIN|en|Y|Card Program Administrator|Can administer card programs, and accounts, in addition to viewing the import logs.||2012-03-24 01:57:00
PMT_ACCT_CLERK|en|Y|Invoice Processor|Can view and update payment requests from within Invoice Processor. Cannot delete.||2010-05-15 05:55:00
PMT_ACCT_MGR|en|Y|Invoice Processor Manager|Can view update and delete payment requests from within Invoice Processor.||2010-05-15 05:55:00
PMT_ADMIN|en|Y|Invoice Configuration Administrator|Can create, edit, and delete configuration data for Invoice Processing.||2011-01-22 03:48:00
PMT_ADMIN_RO|en|Y|Invoice Configuration Administrator (Restricted)|Can view configuration data for Invoice Processing.||2011-01-22 03:48:00
PMT_IC_VERIFIER|en|Y|Client Managed Capture Verifier|Can verify ic forms.||2014-05-17 03:10:00
PMT_PROXY_LOGON|en|Y|Invoice Proxy Logon|Allows an employee to log on as a invoice proxy user for other employees in that group.||2010-05-15 05:55:00
PMT_TAX_ADMIN|en|Y|Invoice Tax Administrator|Can retrieve and update calculated tax and tax rates.||2014-07-12 03:26:00
PMT_VENAPPROVER|en|Y|Invoice Vendor Manager|Can approve new vendors for Invoice Processing.||2011-01-22 03:48:00
PO_AUDITOR|en|Y|Purchase Order Processor (Audit)|Can view purchase orders from within PO Processor. Cannot update or delete.||2016-08-13 02:08:00
PO_PROCESSOR|en|Y|Purchase Order Processor|Can view, transmit and void Purchase Orders.||2013-04-27 02:22:00
PURCH_APRVR|en|Y|Purchase Request Approver|Can approve purchase requests in Invoice Processing.||2013-01-19 03:40:00
PURCH_AUDITOR|en|Y|Purchase Request Processor (Audit)|Can view purchase requests from within Purchase Request Processor. Cannot update or delete.||2016-08-13 02:08:00
PURCH_PROCESSOR|en|Y|Purchase Request Processor|Can view, update and delete purchase requests from within Purchase Request Processor.||2013-01-19 03:40:00
PURCH_USER|en|Y|Purchase Request User|Can create and submit purchase requests in Invoice Processing.||2013-01-19 03:40:00
PUR_PROXY_LOGON|en|Y|Purchase Request Proxy Logon|Allows an employee to log on as a purchase request proxy user for other employees in that group.||2013-07-20 02:10:00
RCPT_PROCESSOR|en|Y|Expense Receipt Processor|Can update the receipt status for expense reports using Receipt Scan.||2005-06-21 15:48:00
RECEIPT_USER|en|Y|Receipt User|Can add, update and edit receipt data of their own Purchase Orders.||2017-09-22 22:09:00
REQ_ADMIN|en|Y|Request Configuration Administrator|Can create, edit, and delete configuration data for Requests.||2010-08-21 08:48:00
REQ_ADMIN_RO|en|Y|Request Configuration Administrator (restricted)|Can view request configuration data for Requests.||2010-08-21 08:48:00
REQ_EVENT|en|Y|Request Event Manager|Can create Event Requests.||2013-05-18 01:39:00
REQ_MANAGER|en|Y|Request Approver|Can approve Requests.||2010-10-16 03:56:00
REQ_PROCESSOR1|en|Y|TMC Agent|Can process travel requests waiting for TMC Agent processing and view travel requests processed by a TMC Agent.||2011-11-19 02:33:00
REQ_PROCESSOR2|en|Y|Request Administrator|Can process requests waiting for Request Administrator processing and view submitted requests.||2013-02-15 16:02:00
REQ_PROCESSOR3|en|Y|Request Auditor|Can view submitted requests.||2013-02-15 16:02:00
REQ_PROXY_LOGON|en|Y|Request Proxy Logon|Can log on as a request proxy user for other employees in that group.||2011-04-16 04:10:00
REQ_TRAVELER|en|Y|Request User|Can create and submit Requests.||2010-08-21 08:48:00
RISK_PROCESSOR|en|Y|Risk Manager|Can process requests waiting for Risk Manager processing and view submitted requests risk||2013-03-23 02:06:00
ROLE_ADMIN|en|Y|Role Administrator|Can assign roles.||2009-08-14 20:14:00
ROLE_BUILDER|en|Y|Role Builder|Can view and edit custom roles.||2009-07-17 20:11:00
RPTNET_BUDGET|en|Y|Budget Role for Cognos|Allows Budget Role for Cognos users||2013-08-24 02:15:00
RPTNET_BUS_AUTH|en|Y|Cognos Business Author|Can perform Cognos reporting capabilities for all assigned groups.||2008-03-14 17:20:00
RPTNET_BUS_SEC|en|Y|Cognos Business Author Secondary|Can perform Cognos reporting capabilities for all assigned groups on the secondary hierarchy.||2015-02-07 02:41:00
RPTNET_CONSUMER|en|Y|Cognos Consumer|Can perform Cognos reporting capabilities for all assigned groups.||2008-03-14 17:20:00
RPTNET_CON_SEC|en|Y|Cognos Consumer Secondary|Can perform Cognos reporting capabilities for all assigned groups on the secondary hierarchy.||2015-02-07 02:41:00
RPTNET_PRO_AUTH|en|Y|Cognos Professional Author|Can perform Cognos reporting capabilities for all assigned groups.||2008-03-14 17:20:00
RPTNET_PRO_SEC|en|Y|Cognos Professional Author Secondary|Can perform Cognos reporting capabilities for all assigned groups on the secondary hierarchy.||2015-02-07 02:41:00
SHARED_ADMIN|en|Y|Shared Configuration Administrator|Can create, edit, and delete shared configuration data for both Expense Reports and Vendor Payments.||2005-06-21 15:51:00
SHARED_ADMIN_RO|en|Y|Shared Configuration Administrator (Restricted)|Can view shared configuration data for both Expense Reports and Vendor Payments.||2005-06-21 15:51:00
SPONSOR|en|Y|Sponsor|Can add sponsored users.||2014-10-18 01:24:00
STMT_ACCT_AUDT|en|Y|Company Bill Statement Processor (Audit)|Can view but not update and delete, statement reports in Expense Processor.||2012-05-19 01:32:00
STMT_ACCT_CLERK|en|Y|Company Bill Statement Processor|Can view and update statement reports in Expense Processor. Cannot delete.||2012-05-19 01:32:00
STMT_ACCT_MGR|en|Y|Company Bill Statement Processor Manager|Can view, update, and delete statement reports in Expense Processor.||2012-05-19 01:32:00
STMT_MANAGER|en|Y|Company Bill Statement Approver|Can approve statement reports in Expense.||2012-05-19 01:32:00
STMT_USER|en|Y|Company Bill Statement User|Can create and submit statement reports in Expense Reports.||2012-05-19 01:32:00
SYSTEM|en|Y|System|||2005-06-21 15:48:00
TAS_ADMIN|en|Y|Travel Allowance Configuration Administrator|Can administer Configuration for the Travel Allowance Suite such as Configuration Codes and Rate Bundles||2023-01-20 08:24:00
TAX_ADMIN|en|Y|Tax Administrator|Can view and edit tax configurations.||2005-06-21 15:51:00
TAX_ADMIN_RO|en|Y|Tax Administrator (Restricted)|Can view tax configurations.||2005-06-21 15:51:00
TRAVELER|en|Y|Expense User|Can create and submit expense reports, authorization requests, and cash advance requests in Expense Reports.||2008-03-14 17:20:00
TRAVEL_ADMIN|en|Y|Authorization Request Administrator|Can view and update authorization requests in Authorization Administrator. Cannot delete.||2008-03-14 17:20:00
TRAVEL_MANAGER|en|Y|Authorization Request Approver|Can approve authorization requests in Expense Reports.||2008-03-14 17:20:00
TRN_ADMIN|en|Y|Training Administrator|Can activate or inactivate the list of simulations provided and maintained by ConcurƒÝÝs Learning Services.||2012-05-19 01:32:00
UI_PREVIEW|en|Y|UI Preview|Enable new enhanced User Interface.||2014-08-23 03:34:00
VERIFY_ADMIN|en|Y|Verify Administrator|Can configure Verify Applications.||2021-01-20 00:08:00
VERIFY_EV_AUDIT|en|Y|Verify Events Auditor|Can audit within Verify (Out of Workflow) Events Audit.||2021-01-20 00:08:00
VERIFY_RP_AUDIT|en|Y|Verify Reports Auditor|Can audit within Verify (In Workflow) Reports Audit.||2021-01-20 00:08:00
WEBSVC_ADMIN|en|Y|Web Services Administrator|Can register and enable Partner Application access to Web Services.||2010-09-18 04:39:00
XPRESS_UI_PREV|en|Y|Expense UI Preview|Enable new Xpressway enhanced User Interface.||2017-07-30 00:30:00
XQUEST_UI_PREV|en|Y|Request UI Preview|Enable new Request enhanced User Interface.||2019-04-09 22:22:00
