2450|Y||2017-10-30 06:33:00|Y|Y|P|Y|Y|A|Y|Y||Y|N|N|Y|Y
2451|Y||2017-10-30 06:33:00|Y|Y|P|Y|Y|A|Y|Y||Y|N|N|Y|Y
2452|Y||2017-10-30 06:33:00|Y|Y|P|Y|Y|A|Y|Y||Y|N|N|Y|Y
2453|Y||2017-11-07 09:06:00|Y|Y|P|Y|Y|A|Y|Y||Y|N|N|Y|Y
