1|EXP|Y|Y|Y|Y|N|Y|Y|||2022-07-31 15:11:00|Y|Y|Y|Y|Y|N|N|N|N|N
2|REQ|Y|Y|Y|Y|N|Y|Y|||2022-07-31 15:11:00|Y|Y|Y|Y|Y|N|N|N|N|N
3|PMT|Y|Y|Y|Y|N|Y|Y|||2015-04-11 03:33:00|Y|Y|Y|Y|Y|N|N|N|N|N
4|PUR|Y|Y|Y|Y|N|Y|Y|||2015-04-11 03:33:00|Y|Y|Y|Y|Y|N|N|N|N|N
5|EXP|Y|Y|Y|Y|N|Y|Y|365||2017-09-15 05:05:00|Y|Y|Y|Y|Y|Y|Y|N|Y|Y
6|REQ|Y|Y|Y|Y|N|Y|Y|365||2017-09-15 05:05:00|Y|Y|Y|Y|Y|Y|Y|N|Y|Y
