1599|VEND|N|Aserca Airlines|Aserca Airlines||2011-02-14 11:54:00|N
1600|VEND|N|Asia Pacific Airlines|Asia Pacific Airlines||2011-02-14 11:54:00|N
1601|VEND|N|Asiana Airlines|Asiana Airlines||2011-02-14 11:54:00|N
1602|VEND|N|Askari Aviation|Askari Aviation||2011-02-14 11:54:00|N
1603|VEND|N|ASKY Airlines|ASKY Airlines||2011-02-14 11:54:00|N
1604|VEND|N|Aspiring Air|Aspiring Air||2011-02-14 11:54:00|N
1605|VEND|N|Astraeus|Astraeus||2011-02-14 11:54:00|N
1606|VEND|N|Atlantic Airlines de Honduras|Atlantic Airlines de Honduras||2011-02-14 11:54:00|N
1607|VEND|N|Atlantic Airways|Atlantic Airways||2011-02-14 11:54:00|N
1608|VEND|N|Atlantic Southeast Airlines|Atlantic Southeast Airlines||2011-02-14 11:54:00|N
1609|VEND|N|Atlantis European Airways|Atlantis European Airways||2011-02-14 11:54:00|N
1610|VEND|N|Atlas Blue|Atlas Blue||2011-02-14 11:54:00|N
1611|VEND|N|Atlasjet|Atlasjet||2011-02-14 11:54:00|N
1612|VEND|N|Atyrau Air Ways|Atyrau Air Ways||2011-02-14 11:54:00|N
1613|VEND|N|Audeli Air|Audeli Air||2011-02-14 11:54:00|N
1614|VEND|N|Augsburg Airways|Augsburg Airways||2011-02-14 11:54:00|N
1615|VEND|N|Aurela|Aurela||2011-02-14 11:54:00|N
1616|VEND|N|Aurigny Air Services|Aurigny Air Services||2011-02-14 11:54:00|N
1617|VEND|N|Austral L°neas AÇreas|Austral L°neas AÇreas||2011-02-14 11:54:00|N
1618|VEND|N|Austrian Airlines|Austrian Airlines||2011-02-14 11:54:00|N
1619|VEND|N|Austrian Arrows|Austrian Arrows||2011-02-14 11:54:00|N
1620|VEND|N|Avanti Air|Avanti Air||2011-02-14 11:54:00|N
1621|VEND|N|Avcom|Avcom||2011-02-14 11:54:00|N
1622|VEND|N|Avensa|Avensa||2011-02-14 11:54:00|N
1623|VEND|N|Aviacon Zitotrans|Aviacon Zitotrans||2011-02-14 11:54:00|N
1624|VEND|N|Aviacsa|Aviacsa||2011-02-14 11:54:00|N
1625|VEND|N|Aviaenergo|Aviaenergo||2011-02-14 11:54:00|N
1626|VEND|N|Avial NV|Avial NV||2011-02-14 11:54:00|N
1627|VEND|N|Avianca|Avianca||2011-02-14 11:54:00|N
1628|VEND|N|Aviastar-TU|Aviastar-TU||2011-02-14 11:54:00|N
1629|VEND|N|Aviateca|Aviateca||2011-02-14 11:54:00|N
1630|VEND|N|Aviavilsa|Aviavilsa||2011-02-14 11:54:00|N
1631|VEND|N|Avies|Avies||2011-02-14 11:54:00|N
1632|VEND|N|Aviogenex|Aviogenex||2011-02-14 11:54:00|N
1633|VEND|N|Avior Airlines|Avior Airlines||2011-02-14 11:54:00|N
1634|VEND|N|Avirex Gabon|Avirex Gabon||2011-02-14 11:54:00|N
1635|VEND|N|Avitrans|Avitrans||2011-02-14 11:54:00|N
1636|VEND|N|Axis Airways|Axis Airways||2011-02-14 11:54:00|N
1637|VEND|N|Azerbaijan Airlines|Azerbaijan Airlines||2011-02-14 11:54:00|N
1638|VEND|N|Azul Brazilian Airlines|Azul Brazilian Airlines||2011-02-14 11:54:00|N
1639|VEND|N|B&H Airlines|B&H Airlines||2011-02-14 11:54:00|N
1640|VEND|N|Bahamasair|Bahamasair||2011-02-14 11:54:00|N
1641|VEND|N|Bahrain Air|Bahrain Air||2011-02-14 11:54:00|N
1642|VEND|N|Baires Fly|Baires Fly||2011-02-14 11:54:00|N
1643|VEND|N|Bangkok Airways|Bangkok Airways||2011-02-14 11:54:00|N
1644|VEND|N|Bar XH Air|Bar XH Air||2011-02-14 11:54:00|N
1645|VEND|N|Batavia Air|Batavia Air||2011-02-14 11:54:00|N
1646|VEND|N|Bearskin Airlines|Bearskin Airlines||2011-02-14 11:54:00|N
1647|VEND|N|Belair|Belair||2011-02-14 11:54:00|N
1648|VEND|N|Belau Air|Belau Air||2011-02-14 11:54:00|N
1649|VEND|N|Belavia|Belavia||2011-02-14 11:54:00|N
1650|VEND|N|Belle Air|Belle Air||2011-02-14 11:54:00|N
1651|VEND|N|Bemidji Airlines|Bemidji Airlines||2011-02-14 11:54:00|N
1652|VEND|N|Benin Golf Air|Benin Golf Air||2011-02-14 11:54:00|N
1653|VEND|N|Bergen Air Transport|Bergen Air Transport||2011-02-14 11:54:00|N
1654|VEND|N|Bering Air|Bering Air||2011-02-14 11:54:00|N
1655|VEND|N|Berjaya Air|Berjaya Air||2011-02-14 11:54:00|N
1656|VEND|N|Berkut Air|Berkut Air||2011-02-14 11:54:00|N
1657|VEND|N|Berry Aviation|Berry Aviation||2011-02-14 11:54:00|N
1658|VEND|N|Berytos Airlines|Berytos Airlines||2011-02-14 11:54:00|N
1659|VEND|N|Best Air|Best Air||2011-02-14 11:54:00|N
1660|VEND|N|BH Air|BH Air||2011-02-14 11:54:00|N
1661|VEND|N|Big Island Air|Big Island Air||2011-02-14 11:54:00|N
1662|VEND|N|Bighorn Airways|Bighorn Airways||2011-02-14 11:54:00|N
1663|VEND|N|Biman Bangladesh|Biman Bangladesh||2011-02-14 11:54:00|N
1664|VEND|N|Binter Canarias|Binter Canarias||2011-02-14 11:54:00|N
1665|VEND|N|BKS Air|BKS Air||2011-02-14 11:54:00|N
1666|VEND|N|Blue Air|Blue Air||2011-02-14 11:54:00|N
1667|VEND|N|Blue Islands|Blue Islands||2011-02-14 11:54:00|N
1668|VEND|N|Blue Line|Blue Line||2011-02-14 11:54:00|N
1669|VEND|N|Blue Moon Aviation|Blue Moon Aviation||2011-02-14 11:54:00|N
1670|VEND|N|Blue Panorama Airlines|Blue Panorama Airlines||2011-02-14 11:54:00|N
1671|VEND|N|Blue Star Airlines|Blue Star Airlines||2011-02-14 11:54:00|N
1672|VEND|N|Blue Wing Airlines|Blue Wing Airlines||2011-02-14 11:54:00|N
1673|VEND|N|Blue Wings|Blue Wings||2011-02-14 11:54:00|N
1674|VEND|N|Blue1|Blue1||2011-02-14 11:54:00|N
1675|VEND|N|Blu-express|Blu-express||2011-02-14 11:54:00|N
1676|VEND|N|BMI|BMI||2011-02-14 11:54:00|N
1677|VEND|N|BMI Regional|BMI Regional||2011-02-14 11:54:00|N
1678|VEND|N|Bmibaby|Bmibaby||2011-02-14 11:54:00|N
1679|VEND|N|Boliviana de Aviaci¢n|Boliviana de Aviaci¢n||2011-02-14 11:54:00|N
1680|VEND|N|BonairExel|BonairExel||2011-02-14 11:54:00|N
1681|VEND|N|Botir Avia|Botir Avia||2011-02-14 11:54:00|N
1717|VEND|N|Central Mountain Air|Central Mountain Air||2011-02-14 11:54:00|N
1718|VEND|N|Centralwings|Centralwings||2011-02-14 11:54:00|N
1719|VEND|N|Centre-Avia|Centre-Avia||2011-02-14 11:54:00|N
1720|VEND|N|Chanchangi Airlines|Chanchangi Airlines||2011-02-14 11:54:00|N
1721|VEND|N|Chang'an Airlines|Chang'an Airlines||2011-02-14 11:54:00|N
1722|VEND|N|Chathams Pacific|Chathams Pacific||2011-02-14 11:54:00|N
1723|VEND|N|Chautauqua Airlines|Chautauqua Airlines||2011-02-14 11:54:00|N
1724|VEND|N|CHC Helicopter|CHC Helicopter||2011-02-14 11:54:00|N
1725|VEND|N|China Airlines|China Airlines||2011-02-14 11:54:00|N
1726|VEND|N|China Eastern Airlines|China Eastern Airlines||2011-02-14 11:54:00|N
1727|VEND|N|China Flying Dragon Aviation|China Flying Dragon Aviation||2011-02-14 11:54:00|N
1728|VEND|N|China Southern Airlines|China Southern Airlines||2011-02-14 11:54:00|N
1729|VEND|N|China United Airlines|China United Airlines||2011-02-14 11:54:00|N
1730|VEND|N|China Xinhua Airlines|China Xinhua Airlines||2011-02-14 11:54:00|N
1731|VEND|N|Chongqing Airlines|Chongqing Airlines||2011-02-14 11:54:00|N
1732|VEND|N|Chukotavia|Chukotavia||2011-02-14 11:54:00|N
1733|VEND|N|Cimber Air|Cimber Air||2011-02-14 11:54:00|N
1734|VEND|N|Cirrus Airlines|Cirrus Airlines||2011-02-14 11:54:00|N
1735|VEND|N|Citilink|Citilink||2011-02-14 11:54:00|N
1736|VEND|N|City Airline|City Airline||2011-02-14 11:54:00|N
1737|VEND|N|CityJet|CityJet||2011-02-14 11:54:00|N
1738|VEND|N|CityLine Hungary|CityLine Hungary||2011-02-14 11:54:00|N
1739|VEND|N|Classic Norway Air|Classic Norway Air||2011-02-14 11:54:00|N
1740|VEND|N|Clevair|Clevair||2011-02-14 11:54:00|N
1741|VEND|N|Click MÇxicana|Click MÇxicana||2011-02-14 11:54:00|N
