BGT|en|Y|BudgetReporting||2013-08-24 02:15:00
BIN|en|Y|Reporting||2005-06-21 15:47:00
BIS|en|Y|ReportingSecondary||2015-02-07 02:41:00
EMP|en|Y|Employee||2005-06-21 15:47:00
EXP|en|Y|Expense||2005-06-21 15:47:00
PMT|en|Y|Payment||2005-06-21 15:47:00
PUR|en|Y|PurchaseRequest||2013-12-14 05:14:00
REQ|en|Y|Request||2010-08-21 08:48:00
