10000|N|2016-05-13 12:22:00||2016-05-13 19:22:00
10001|N|2016-05-13 15:20:00||2016-05-13 22:20:00
DEFLT|Y|2011-05-20 20:42:00||2012-06-23 01:45:00
IDENT|Y|2014-12-12 19:14:00||2014-12-13 03:14:00
