CASH|N||2005-06-21 15:48:00|N
CBCP|Y||2005-06-21 15:48:00|N
COPD|N||2005-06-21 15:48:00|N
IBCP|Y||2005-06-21 15:48:00|N
IBIP|Y||2005-06-21 15:48:00|N
XXXX|N||2005-06-21 15:48:00|N
