1|5|N||||||||||||2011-11-19 02:33:00|[B@c0a5f32
2|6|N||||||||||||2011-11-19 02:33:00|[B@aa44368
3|7|N||||||||||||2011-11-19 02:33:00|[B@79b6052b
4|8|N||||||||||||2011-11-19 02:33:00|[B@3cd44061
5|11|N||||||||||||2011-11-19 02:33:00|[B@62f96b06
6|12|N||||||||||||2011-11-19 02:33:00|[B@4aeedb32
1007|5|N|1308|||||||||||2011-11-19 02:33:00|[B@3380019
1008|5|Y|1309|||||||||||2015-09-29 16:59:00|[B@1df18f57
1009|5|Y|1310|||||||||||2011-11-19 02:33:00|[B@34f966b4
1010|6|N|1308|||||||||||2011-11-19 02:33:00|[B@8721c52
1011|6|Y|1309|||||||||||2015-09-29 16:59:00|[B@4b09fd8d
1012|6|Y|1310|||||||||||2011-11-19 02:33:00|[B@5a93588c
1017|1015|N||||||||||||2011-11-19 02:33:00|[B@25a049ac
1018|1016|N||||||||||||2011-11-19 02:33:00|[B@3d2851c6
1019|1017|N||||||||||||2011-11-19 02:33:00|[B@3949267b
1020|1018|N||||||||||||2011-11-19 02:33:00|[B@795e5ee6
1021|1018|N|1308|||||||||||2011-11-19 02:33:00|[B@5e948548
1022|1018|Y|1309|||||||||||2015-09-29 16:59:00|[B@214d593d
1023|1018|Y|1310|||||||||||2011-11-19 02:33:00|[B@51c7c991
1024|1023|N||||||||||||2011-11-19 02:33:00|[B@5a650421
1025|6|Y|4509|||||||||||2015-09-29 16:59:00|[B@20a174e0
1026|1018|Y|4509|||||||||||2015-09-29 16:59:00|[B@6bee4578
1027|5|Y|4509|||||||||||2015-09-29 16:59:00|[B@40a92d5
1028|6|Y|4536|||||||||||2015-09-29 16:59:00|[B@763cca79
1029|1018|Y|4536|||||||||||2015-09-29 16:59:00|[B@5d11a62a
1030|1024|N||||||||||||2012-01-21 02:43:00|[B@444dfd75
1031|1025|N||||||||||||2012-06-23 01:46:00|[B@14015313
1032|1026|N||||||||||||2012-06-23 01:46:00|[B@47e2ce8
1033|1027|N||||||||||||2012-06-23 01:46:00|[B@540eeabb
1034|1028|N||||||||||||2012-09-15 02:11:00|[B@7f83031a
1035|1029|N||||||||||||2013-01-19 03:40:00|[B@61844e32
1036|1030|N||||||||||||2013-01-19 03:40:00|[B@14e83786
1037|7|N|4608|||||||||||2013-07-08 17:46:00|[B@37105c92
1038|1032|N||||||||||||2015-02-07 02:41:00|[B@506c02b9
1039|5|N|4729|||||||||||2017-07-27 15:18:00|[B@13da2358
1040|5|N|4730|||||||||||2017-07-27 15:19:00|[B@46db72a2
1041|5|N|4731|||||||||||2017-07-27 15:19:00|[B@731a4227
1042|6|N|4729|||||||||||2017-07-27 15:21:00|[B@4353ff37
1043|1018|N|4729|||||||||||2017-07-27 15:21:00|[B@151d4e6
1044|6|N|4730|||||||||||2017-07-27 15:23:00|[B@1c82e80c
1045|1018|N|4730|||||||||||2017-07-27 15:23:00|[B@3d289ac1
1046|6|N|4731|||||||||||2017-07-27 15:23:00|[B@615e6014
1047|1018|N|4731|||||||||||2017-07-27 15:23:00|[B@6ea77e3d
1048|1025|N|4637|||||||||||2017-08-31 06:11:00|[B@656e396d
1049|1025|N|4637|4638||||||||||2017-08-31 06:11:00|[B@1c695993
1050|1025|N|4637|4638|4691|||||||||2017-08-31 06:11:00|[B@ea5d4ca
1051|1025|N|4637|4638|4694|||||||||2017-08-31 06:11:00|[B@5ba615b5
1052|1025|N|4637|4638|4682|||||||||2017-08-31 06:11:00|[B@4f17eafd
1053|1025|N|4637|4638|4688|||||||||2017-08-31 06:11:00|[B@1964874d
1054|1025|N|4637|4638|4721|||||||||2017-08-31 06:11:00|[B@3947132f
1055|1025|N|4637|4638|4705|||||||||2017-08-31 06:11:00|[B@5227b20f
1056|1025|N|4637|4638|4679|||||||||2017-08-31 06:11:00|[B@2297eab4
1057|1025|N|4637|4638|4727|||||||||2017-08-31 06:11:00|[B@1f745f44
1058|1025|N|4637|4638|4686|||||||||2017-08-31 06:11:00|[B@1e2bf9ee
1059|5|N|4751|||||||||||2017-08-18 05:20:00|[B@717387ee
1060|6|N|4751|||||||||||2017-08-18 05:23:00|[B@6c2c113e
1061|1018|N|4751|||||||||||2017-08-18 05:23:00|[B@519fed80
1062|1025|N|4637|4638|4707|||||||||2017-08-31 06:11:00|[B@103a8ad4
1063|1025|N|4637|4638|4691|4681||||||||2017-08-31 06:11:00|[B@7d1b33ca
1064|1025|N|4637|4638|4691|4692||||||||2017-08-31 06:11:00|[B@71b278b6
1065|1025|N|4637|4638|4691|4693||||||||2017-08-31 06:11:00|[B@5fef68ed
1066|1025|N|4637|4638|4679|4680||||||||2017-08-31 06:11:00|[B@1b4735ee
1067|1025|N|4637|4638|4752|||||||||2017-08-31 06:11:00|[B@3f66d02f
1068|1025|N|4637|4638|4752|4753||||||||2017-08-31 06:11:00|[B@5df378bd
1069|1025|N|4637|4638|4757|||||||||2017-08-31 11:30:00|[B@79ffdbee
1070|1025|N|4637|4638|4757|4758||||||||2017-08-31 11:30:00|[B@5b35697a
1071|1025|N|4637|4638|4759|||||||||2017-08-31 11:30:00|[B@525b3d9b
1072|1025|N|4637|4638|4679|4819||||||||2017-09-04 08:29:00|[B@14ab91fd
1073|1025|N|4637|4638|4769|||||||||2017-09-05 10:09:00|[B@138c082d
1074|1025|N|4637|4638|4767|||||||||2017-09-05 10:09:00|[B@6382dd9f
1075|1025|N|4637|4638|4767|4768||||||||2017-09-05 10:09:00|[B@68be9391
1076|1025|N|4637|4638|4691|4829||||||||2017-09-06 07:06:00|[B@2052c302
1077|1025|N|4637|4638|4761|||||||||2017-09-06 07:06:00|[B@536c7a45
1078|1025|N|4637|4638|4761|4762||||||||2017-09-06 07:06:00|[B@26f73b92
1079|1025|N|4637|4638|4822|||||||||2017-09-06 07:08:00|[B@3a4916c6
1080|1025|N|4637|4638|4822|4823||||||||2017-09-06 07:08:00|[B@c35885e
